location,date,total_cases,new_cases
Belarus,2021-05-07,359982,0
Belgium,2021-05-07,990424,0
Belize,2021-05-07,12668,0
Benin,2021-05-07,7821,0
Bermuda,2021-05-07,2393,0
Bhutan,2021-05-07,1111,0
Bolivia,2021-05-07,305594,0
Bonaire Sint Eustatius and Saba,2021-05-07,1557,0
Bosnia and Herzegovina,2021-05-07,198832,0
Botswana,2021-05-07,50333,0
Brazil,2021-05-07,14659011,0
British Virgin Islands,2021-05-07,194,0
Brunei,2021-05-07,227,0
Bulgaria,2021-05-07,404846,0
Burkina Faso,2021-05-07,13324,0
Burundi,2021-05-07,4046,0
Cambodia,2021-05-07,15361,0
Cameroon,2021-05-07,74733,0
Canada,2021-05-07,1219418,0
Cape Verde,2021-05-07,24127,0
Cayman Islands,2021-05-07,543,0
Central African Republic,2021-05-07,9870,0
Chad,2021-05-07,4824,0
Chile,2021-05-07,1204755,0
China,2021-05-07,103667,0
Colombia,2021-05-07,2859724,0
Comoros,2021-05-07,3839,0
Congo,2021-05-07,11016,0
Cook Islands,2021-05-07,0,0
Costa Rica,2021-05-07,250991,0
Cote d'Ivoire,2021-05-07,46114,0
Croatia,2021-05-07,334229,0
Cuba,2021-05-07,107622,0
Curacao,2021-05-07,12181,0
Cyprus,2021-05-07,67449,0
Czechia,2021-05-07,1653639,0
Democratic Republic of Congo,2021-05-07,29964,0
Denmark,2021-05-07,254545,0
Djibouti,2021-05-07,11121,0
Dominica,2021-05-07,174,0
Dominican Republic,2021-05-07,266861,0
East Timor,2021-05-07,2444,0
Ecuador,2021-05-07,384589,0
Egypt,2021-05-07,228584,0
El Salvador,2021-05-07,69198,0
Equatorial Guinea,2021-05-07,7694,0
Eritrea,2021-05-07,3671,0
Estonia,2021-05-07,122911,0
Eswatini,2021-05-07,18458,0
Ethiopia,2021-05-07,258062,0
Europe,2021-05-07,44454327,0
European Union (27),2021-05-07,30284405,0
Falkland Islands,2021-05-07,60,0
Faroe Islands,2021-05-07,667,0
Fiji,2021-05-07,119,0
Finland,2021-05-07,89664,0
France,2021-05-07,5060391,0
French Guiana,2021-05-07,19543,0
French Polynesia,2021-05-07,18758,0
Gabon,2021-05-07,23075,0
Gambia,2021-05-07,5901,0
Georgia,2021-05-07,312445,0
Germany,2021-05-07,3423711,0
Ghana,2021-05-07,92740,0
Gibraltar,2021-05-07,4283,0
Greece,2021-05-07,358761,0
Greenland,2021-05-07,31,0
Grenada,2021-05-07,161,0
Guadeloupe,2021-05-07,14634,0
Guam,2021-05-07,7763,0
Guatemala,2021-05-07,228477,0
Guernsey,2021-05-07,822,0
Guinea,2021-05-07,22304,0
Guinea-Bissau,2021-05-07,3736,0
Guyana,2021-05-07,13283,0
Haiti,2021-05-07,13170,0
High-income countries,2021-05-07,73927896,0
Honduras,2021-05-07,212333,0
Hungary,2021-05-07,782892,0
Iceland,2021-05-07,6470,0
India,2021-05-07,19557457,0
Indonesia,2021-05-07,1677274,0
Iran,2021-05-07,2516157,0
Iraq,2021-05-07,1070366,0
Ireland,2021-05-07,249948,0
Isle of Man,2021-05-07,1587,0
Israel,2021-05-07,838878,0
Italy,2021-05-07,4035617,0
Jamaica,2021-05-07,45777,0
Japan,2021-05-07,602862,0
Jersey,2021-05-07,3220,0
Jordan,2021-05-07,712077,0
Kazakhstan,2021-05-07,378570,0
Kenya,2021-05-07,160053,0
Kiribati,2021-05-07,0,0
Kosovo,2021-05-07,105332,0
Kuwait,2021-05-07,275270,0
Kyrgyzstan,2021-05-07,0,0
Laos,2021-05-07,880,0
Latvia,2021-05-07,119748,0
Lebanon,2021-05-07,527508,0
Lesotho,2021-05-07,10733,0
Liberia,2021-05-07,2117,0
Libya,2021-05-07,177508,0
Liechtenstein,2021-05-07,3035,0
Lithuania,2021-05-07,249950,0
Low-income countries,2021-05-07,728828,0
Lower-middle-income countries,2021-05-07,31264045,0
Luxembourg,2021-05-07,60924,0
Madagascar,2021-05-07,37630,0
Malawi,2021-05-07,34095,0
Malaysia,2021-05-07,415012,0
Maldives,2021-05-07,30745,0
Mali,2021-05-07,13896,0
Malta,2021-05-07,30486,0
Marshall Islands,2021-05-07,4,0
Martinique,2021-05-07,11139,0
Mauritania,2021-05-07,18429,0
Mauritius,2021-05-07,1241,0
Mayotte,2021-05-07,20094,0
Mexico,2021-05-07,2379407,0
Micronesia (country),2021-05-07,0,0
Moldova,2021-05-07,251160,0
Monaco,2021-05-07,2277,0
Mongolia,2021-05-07,39381,0
Montenegro,2021-05-07,95967,0
Montserrat,2021-05-07,20,0
Morocco,2021-05-07,511562,0
Mozambique,2021-05-07,69965,0
Myanmar,2021-05-07,142838,0
Namibia,2021-05-07,48999,0
Nauru,2021-05-07,0,0
Nepal,2021-05-07,336030,0
Netherlands,2021-05-07,1519985,0
New Caledonia,2021-05-07,124,0
New Zealand,2021-05-07,2267,0
Nicaragua,2021-05-07,5498,0
Niger,2021-05-07,5229,0
Nigeria,2021-05-07,165153,0
Niue,2021-05-07,0,0
North America,2021-05-07,37461057,0
North Korea,2021-05-07,0,0
North Macedonia,2021-05-07,152691,0
Northern Mariana Islands,2021-05-07,168,0
Norway,2021-05-07,113874,0
Oceania,2021-05-07,70779,0
Oman,2021-05-07,193253,0
Pakistan,2021-05-07,825519,0
Palau,2021-05-07,0,0
Palestine,2021-05-07,325967,0
Panama,2021-05-07,364576,0
Papua New Guinea,2021-05-07,11273,0
Paraguay,2021-05-07,279077,0
Peru,2021-05-07,1799445,0
Philippines,2021-05-07,1054970,0
Pitcairn,2021-05-07,0,0
Poland,2021-05-07,2804164,0
Portugal,2021-05-07,822696,0
Puerto Rico,2021-05-07,138102,0
Qatar,2021-05-07,206302,0
Reunion,2021-05-07,20381,0
Romania,2021-05-07,1056572,0
Russia,2021-05-07,4823255,0
Rwanda,2021-05-07,25225,0
Saint Barthelemy,2021-05-07,988,0
Saint Helena,2021-05-07,0,0
Saint Kitts and Nevis,2021-05-07,45,0
Saint Lucia,2021-05-07,4552,0
Saint Martin (French part),2021-05-07,1749,0
Saint Pierre and Miquelon,2021-05-07,25,0
Saint Vincent and the Grenadines,2021-05-07,1864,0
Samoa,2021-05-07,1,0
San Marino,2021-05-07,5109,0
Sao Tome and Principe,2021-05-07,2310,0
Saudi Arabia,2021-05-07,418411,0
Senegal,2021-05-07,40388,0
Serbia,2021-05-07,690931,0
Seychelles,2021-05-07,6069,0
Sierra Leone,2021-05-07,4057,0
Singapore,2021-05-07,61218,0
Sint Maarten (Dutch part),2021-05-07,2230,0
Slovakia,2021-05-07,383098,0
Slovenia,2021-05-07,242031,0
Solomon Islands,2021-05-07,20,0
Somalia,2021-05-07,13915,0
South Africa,2021-05-07,1582842,0
South America,2021-05-07,25050738,0
South Korea,2021-05-07,123720,0
South Sudan,2021-05-07,10598,0
Spain,2021-05-07,3571882,0
Sri Lanka,2021-05-07,111753,0
Sudan,2021-05-07,34461,0
Suriname,2021-05-07,10363,0
Sweden,2021-05-07,983480,0
Switzerland,2021-05-07,660613,0
Syria,2021-05-07,22818,0
Tajikistan,2021-05-07,13714,0
Tanzania,2021-05-07,509,0
Thailand,2021-05-07,68984,0
Togo,2021-05-07,12992,0
Tokelau,2021-05-07,0,0
Tonga,2021-05-07,0,0
Trinidad and Tobago,2021-05-07,10824,0
Tunisia,2021-05-07,310734,0
Turkey,2021-05-07,4849408,0
Turkmenistan,2021-05-07,0,0
Turks and Caicos Islands,2021-05-07,2390,0
Tuvalu,2021-05-07,0,0
Uganda,2021-05-07,41981,0
Ukraine,2021-05-07,2043657,0
United Arab Emirates,2021-05-07,521948,0
United Kingdom,2021-05-07,4501815,0
United States,2021-05-07,32049828,0
United States Virgin Islands,2021-05-07,3125,0
Upper-middle-income countries,2021-05-07,45572440,0
Uruguay,2021-05-07,198428,0
Uzbekistan,2021-05-07,10607,0
Vanuatu,2021-05-07,3,0
Vatican,2021-05-07,26,0
Venezuela,2021-05-07,197683,0
Vietnam,2021-05-07,2962,0
Wallis and Futuna,2021-05-07,453,0
World,2021-05-07,151566170,0
Yemen,2021-05-07,6329,0
Zambia,2021-05-07,91670,0
Zimbabwe,2021-05-07,38260,0
Afghanistan,2021-05-06,60122,0
Africa,2021-05-06,4617579,0
Albania,2021-05-06,131085,0
Algeria,2021-05-06,122311,0
American Samoa,2021-05-06,0,0
Andorra,2021-05-06,13232,0
Angola,2021-05-06,26815,0
Anguilla,2021-05-06,93,0
Antigua and Barbuda,2021-05-06,1229,0
Argentina,2021-05-06,3119183,0
Armenia,2021-05-06,216863,0
Aruba,2021-05-06,10608,0
Asia,2021-05-06,39911690,0
Australia,2021-05-06,29826,0
Austria,2021-05-06,610362,0
Azerbaijan,2021-05-06,320322,0
Bahamas,2021-05-06,10519,0
Bahrain,2021-05-06,177997,0
Bangladesh,2021-05-06,761943,0
Barbados,2021-05-06,3863,0
Belarus,2021-05-06,359982,0
Belgium,2021-05-06,990424,0
Belize,2021-05-06,12668,0
Benin,2021-05-06,7821,0
Bermuda,2021-05-06,2393,0
Bhutan,2021-05-06,1111,0
Bolivia,2021-05-06,305594,0
Bonaire Sint Eustatius and Saba,2021-05-06,1557,0
Bosnia and Herzegovina,2021-05-06,198832,0
Botswana,2021-05-06,50333,0
Brazil,2021-05-06,14659011,0
British Virgin Islands,2021-05-06,194,0
Brunei,2021-05-06,227,0
Bulgaria,2021-05-06,404846,0
Burkina Faso,2021-05-06,13324,0
Burundi,2021-05-06,4046,0
Cambodia,2021-05-06,15361,0
Cameroon,2021-05-06,74733,0
Canada,2021-05-06,1219418,0
Cape Verde,2021-05-06,24127,0
Cayman Islands,2021-05-06,543,0
Central African Republic,2021-05-06,9870,0
Chad,2021-05-06,4824,0
Chile,2021-05-06,1204755,0
China,2021-05-06,103667,0
Colombia,2021-05-06,2859724,0
Comoros,2021-05-06,3839,0
Congo,2021-05-06,11016,0
Cook Islands,2021-05-06,0,0
Costa Rica,2021-05-06,250991,0
Cote d'Ivoire,2021-05-06,46114,0
Croatia,2021-05-06,334229,0
Cuba,2021-05-06,107622,0
Curacao,2021-05-06,12181,0
Cyprus,2021-05-06,67449,0
Czechia,2021-05-06,1653639,0
Democratic Republic of Congo,2021-05-06,29964,0
Denmark,2021-05-06,254545,0
Djibouti,2021-05-06,11121,0
Dominica,2021-05-06,174,0
Dominican Republic,2021-05-06,266861,0
East Timor,2021-05-06,2444,0
Ecuador,2021-05-06,384589,0
Egypt,2021-05-06,228584,0
El Salvador,2021-05-06,69198,0
Equatorial Guinea,2021-05-06,7694,0
Eritrea,2021-05-06,3671,0
Estonia,2021-05-06,122911,0
Eswatini,2021-05-06,18458,0
Ethiopia,2021-05-06,258062,0
Europe,2021-05-06,44454327,0
European Union (27),2021-05-06,30284405,0
Falkland Islands,2021-05-06,60,0
Faroe Islands,2021-05-06,667,0
Fiji,2021-05-06,119,0
Finland,2021-05-06,89664,0
France,2021-05-06,5060391,0
French Guiana,2021-05-06,19543,0
French Polynesia,2021-05-06,18758,0
Gabon,2021-05-06,23075,0
Gambia,2021-05-06,5901,0
Georgia,2021-05-06,312445,0
Germany,2021-05-06,3423711,0
Ghana,2021-05-06,92740,0
Gibraltar,2021-05-06,4283,0
Greece,2021-05-06,358761,0
Greenland,2021-05-06,31,0
Grenada,2021-05-06,161,0
Guadeloupe,2021-05-06,14634,0
Guam,2021-05-06,7763,0
Guatemala,2021-05-06,228477,0
Guernsey,2021-05-06,822,0
Guinea,2021-05-06,22304,0
Guinea-Bissau,2021-05-06,3736,0
Guyana,2021-05-06,13283,0
Haiti,2021-05-06,13170,0
High-income countries,2021-05-06,73927896,0
Honduras,2021-05-06,212333,0
Hungary,2021-05-06,782892,0
Iceland,2021-05-06,6470,0
India,2021-05-06,19557457,0
Indonesia,2021-05-06,1677274,0
Iran,2021-05-06,2516157,0
Iraq,2021-05-06,1070366,0
Ireland,2021-05-06,249948,0
Isle of Man,2021-05-06,1587,0
Israel,2021-05-06,838878,0
Italy,2021-05-06,4035617,0
Jamaica,2021-05-06,45777,0
Japan,2021-05-06,602862,0
Jersey,2021-05-06,3220,0
Jordan,2021-05-06,712077,0
Kazakhstan,2021-05-06,378570,0
Kenya,2021-05-06,160053,0
Kiribati,2021-05-06,0,0
Kosovo,2021-05-06,105332,0
Kuwait,2021-05-06,275270,0
Kyrgyzstan,2021-05-06,0,0
Laos,2021-05-06,880,0
Latvia,2021-05-06,119748,0
Lebanon,2021-05-06,527508,0
Lesotho,2021-05-06,10733,0
Liberia,2021-05-06,2117,0
Libya,2021-05-06,177508,0
Liechtenstein,2021-05-06,3035,0
Lithuania,2021-05-06,249950,0
Low-income countries,2021-05-06,728828,0
Lower-middle-income countries,2021-05-06,31264045,0
Luxembourg,2021-05-06,60924,0
Madagascar,2021-05-06,37630,0
Malawi,2021-05-06,34095,0
Malaysia,2021-05-06,415012,0
Maldives,2021-05-06,30745,0
Mali,2021-05-06,13896,0
Malta,2021-05-06,30486,0
Marshall Islands,2021-05-06,4,0
Martinique,2021-05-06,11139,0
Mauritania,2021-05-06,18429,0
Mauritius,2021-05-06,1241,0
Mayotte,2021-05-06,20094,0
Mexico,2021-05-06,2379407,0
Micronesia (country),2021-05-06,0,0
Moldova,2021-05-06,251160,0
Monaco,2021-05-06,2277,0
Mongolia,2021-05-06,39381,0
Montenegro,2021-05-06,95967,0
Montserrat,2021-05-06,20,0
Morocco,2021-05-06,511562,0
Mozambique,2021-05-06,69965,0
Myanmar,2021-05-06,142838,0
Namibia,2021-05-06,48999,0
Nauru,2021-05-06,0,0
Nepal,2021-05-06,336030,0
Netherlands,2021-05-06,1519985,0
New Caledonia,2021-05-06,124,0
New Zealand,2021-05-06,2267,0
Nicaragua,2021-05-06,5498,0
Niger,2021-05-06,5229,0
Nigeria,2021-05-06,165153,0
Niue,2021-05-06,0,0
North America,2021-05-06,37461057,0
North Korea,2021-05-06,0,0
North Macedonia,2021-05-06,152691,0
Northern Mariana Islands,2021-05-06,168,0
Norway,2021-05-06,113874,0
Oceania,2021-05-06,70779,0
Oman,2021-05-06,193253,0
Pakistan,2021-05-06,825519,0
Palau,2021-05-06,0,0
Palestine,2021-05-06,325967,0
Panama,2021-05-06,364576,0
Papua New Guinea,2021-05-06,11273,0
Paraguay,2021-05-06,279077,0
Peru,2021-05-06,1799445,0
Philippines,2021-05-06,1054970,0
Pitcairn,2021-05-06,0,0
Poland,2021-05-06,2804164,0
Portugal,2021-05-06,822696,0
Puerto Rico,2021-05-06,138102,0
Qatar,2021-05-06,206302,0
Reunion,2021-05-06,20381,0
Romania,2021-05-06,1056572,0
Russia,2021-05-06,4823255,0
Rwanda,2021-05-06,25225,0
Saint Barthelemy,2021-05-06,988,0
Saint Helena,2021-05-06,0,0
Saint Kitts and Nevis,2021-05-06,45,0
Saint Lucia,2021-05-06,4552,0
Saint Martin (French part),2021-05-06,1749,0
Saint Pierre and Miquelon,2021-05-06,25,0
Saint Vincent and the Grenadines,2021-05-06,1864,0
Samoa,2021-05-06,1,0
San Marino,2021-05-06,5109,0
Sao Tome and Principe,2021-05-06,2310,0
Saudi Arabia,2021-05-06,418411,0
Senegal,2021-05-06,40388,0
Serbia,2021-05-06,690931,0
Seychelles,2021-05-06,6069,0
Sierra Leone,2021-05-06,4057,0
Singapore,2021-05-06,61218,0
Sint Maarten (Dutch part),2021-05-06,2230,0
Slovakia,2021-05-06,383098,0
Slovenia,2021-05-06,242031,0
Solomon Islands,2021-05-06,20,0
Somalia,2021-05-06,13915,0
South Africa,2021-05-06,1582842,0
South America,2021-05-06,25050738,0
South Korea,2021-05-06,123720,0
South Sudan,2021-05-06,10598,0
Spain,2021-05-06,3571882,0
Sri Lanka,2021-05-06,111753,0
Sudan,2021-05-06,34461,0
Suriname,2021-05-06,10363,0
Sweden,2021-05-06,983480,0
Switzerland,2021-05-06,660613,0
Syria,2021-05-06,22818,0
Tajikistan,2021-05-06,13714,0
Tanzania,2021-05-06,509,0
Thailand,2021-05-06,68984,0
Togo,2021-05-06,12992,0
Tokelau,2021-05-06,0,0
Tonga,2021-05-06,0,0
Trinidad and Tobago,2021-05-06,10824,0
Tunisia,2021-05-06,310734,0
Turkey,2021-05-06,4849408,0
Turkmenistan,2021-05-06,0,0
Turks and Caicos Islands,2021-05-06,2390,0
Tuvalu,2021-05-06,0,0
Uganda,2021-05-06,41981,0
Ukraine,2021-05-06,2043657,0
United Arab Emirates,2021-05-06,521948,0
United Kingdom,2021-05-06,4501815,0
United States,2021-05-06,32049828,0
United States Virgin Islands,2021-05-06,3125,0
Upper-middle-income countries,2021-05-06,45572440,0
Uruguay,2021-05-06,198428,0
Uzbekistan,2021-05-06,10607,0
Vanuatu,2021-05-06,3,0
Vatican,2021-05-06,26,0
Venezuela,2021-05-06,197683,0
Vietnam,2021-05-06,2962,0
Wallis and Futuna,2021-05-06,453,0
World,2021-05-06,151566170,0
Yemen,2021-05-06,6329,0
Zambia,2021-05-06,91670,0
Zimbabwe,2021-05-06,38260,0
Afghanistan,2021-05-05,60122,0
Africa,2021-05-05,4617579,0
Albania,2021-05-05,131085,0
Algeria,2021-05-05,122311,0
American Samoa,2021-05-05,0,0
Andorra,2021-05-05,13232,0
Angola,2021-05-05,26815,0
Anguilla,2021-05-05,93,0
Antigua and Barbuda,2021-05-05,1229,0
Argentina,2021-05-05,3119183,0
Armenia,2021-05-05,216863,0
Aruba,2021-05-05,10608,0
Asia,2021-05-05,39911690,0
Australia,2021-05-05,29826,0
Austria,2021-05-05,610362,0
Azerbaijan,2021-05-05,320322,0
Bahamas,2021-05-05,10519,0
Bahrain,2021-05-05,177997,0
Bangladesh,2021-05-05,761943,0
Barbados,2021-05-05,3863,0
Belarus,2021-05-05,359982,0
Belgium,2021-05-05,990424,0
Belize,2021-05-05,12668,0
Benin,2021-05-05,7821,0
Bermuda,2021-05-05,2393,0
Bhutan,2021-05-05,1111,0
Bolivia,2021-05-05,305594,0
Bonaire Sint Eustatius and Saba,2021-05-05,1557,0
Bosnia and Herzegovina,2021-05-05,198832,0
Botswana,2021-05-05,50333,0
Brazil,2021-05-05,14659011,0
British Virgin Islands,2021-05-05,194,0
Brunei,2021-05-05,227,0
Bulgaria,2021-05-05,404846,0
Burkina Faso,2021-05-05,13324,0
Burundi,2021-05-05,4046,0
Cambodia,2021-05-05,15361,0
Cameroon,2021-05-05,74733,0
Canada,2021-05-05,1219418,0
Cape Verde,2021-05-05,24127,0
Cayman Islands,2021-05-05,543,0
Central African Republic,2021-05-05,9870,0
Chad,2021-05-05,4824,0
Chile,2021-05-05,1204755,0
China,2021-05-05,103667,0
Colombia,2021-05-05,2859724,0
Comoros,2021-05-05,3839,0
Congo,2021-05-05,11016,0
Cook Islands,2021-05-05,0,0
Costa Rica,2021-05-05,250991,0
Cote d'Ivoire,2021-05-05,46114,0
Croatia,2021-05-05,334229,0
Cuba,2021-05-05,107622,0
Curacao,2021-05-05,12181,0
Cyprus,2021-05-05,67449,0
Czechia,2021-05-05,1653639,0
Democratic Republic of Congo,2021-05-05,29964,0
Denmark,2021-05-05,254545,0
Djibouti,2021-05-05,11121,0
Dominica,2021-05-05,174,0
Dominican Republic,2021-05-05,266861,0
East Timor,2021-05-05,2444,0
Ecuador,2021-05-05,384589,0
Egypt,2021-05-05,228584,0
El Salvador,2021-05-05,69198,0
Equatorial Guinea,2021-05-05,7694,0
Eritrea,2021-05-05,3671,0
Estonia,2021-05-05,122911,0
Eswatini,2021-05-05,18458,0
Ethiopia,2021-05-05,258062,0
Europe,2021-05-05,44454327,0
European Union (27),2021-05-05,30284405,0
Falkland Islands,2021-05-05,60,0
Faroe Islands,2021-05-05,667,0
Fiji,2021-05-05,119,0
Finland,2021-05-05,89664,0
France,2021-05-05,5060391,0
French Guiana,2021-05-05,19543,0
French Polynesia,2021-05-05,18758,0
Gabon,2021-05-05,23075,0
Gambia,2021-05-05,5901,0
Georgia,2021-05-05,312445,0
Germany,2021-05-05,3423711,0
Ghana,2021-05-05,92740,0
Gibraltar,2021-05-05,4283,0
Greece,2021-05-05,358761,0
Greenland,2021-05-05,31,0
Grenada,2021-05-05,161,0
Guadeloupe,2021-05-05,14634,0
Guam,2021-05-05,7763,0
Guatemala,2021-05-05,228477,0
Guernsey,2021-05-05,822,0
Guinea,2021-05-05,22304,0
Guinea-Bissau,2021-05-05,3736,0
Guyana,2021-05-05,13283,0
Haiti,2021-05-05,13170,0
High-income countries,2021-05-05,73927896,0
Honduras,2021-05-05,212333,0
Hungary,2021-05-05,782892,0
Iceland,2021-05-05,6470,0
India,2021-05-05,19557457,0
Indonesia,2021-05-05,1677274,0
Iran,2021-05-05,2516157,0
Iraq,2021-05-05,1070366,0
Ireland,2021-05-05,249948,0
Isle of Man,2021-05-05,1587,0
Israel,2021-05-05,838878,0
Italy,2021-05-05,4035617,0
Jamaica,2021-05-05,45777,0
Japan,2021-05-05,602862,0
Jersey,2021-05-05,3220,0
Jordan,2021-05-05,712077,0
Kazakhstan,2021-05-05,378570,0
Kenya,2021-05-05,160053,0
Kiribati,2021-05-05,0,0
Kosovo,2021-05-05,105332,0
Kuwait,2021-05-05,275270,0
Kyrgyzstan,2021-05-05,0,0
Laos,2021-05-05,880,0
Latvia,2021-05-05,119748,0
Lebanon,2021-05-05,527508,0
Lesotho,2021-05-05,10733,0
Liberia,2021-05-05,2117,0
Libya,2021-05-05,177508,0
Liechtenstein,2021-05-05,3035,0
Lithuania,2021-05-05,249950,0
Low-income countries,2021-05-05,728828,0
Lower-middle-income countries,2021-05-05,31264045,0
Luxembourg,2021-05-05,60924,0
Madagascar,2021-05-05,37630,0
Malawi,2021-05-05,34095,0
Malaysia,2021-05-05,415012,0
Maldives,2021-05-05,30745,0
Mali,2021-05-05,13896,0
Malta,2021-05-05,30486,0
Marshall Islands,2021-05-05,4,0
Martinique,2021-05-05,11139,0
Mauritania,2021-05-05,18429,0
Mauritius,2021-05-05,1241,0
Mayotte,2021-05-05,20094,0
Mexico,2021-05-05,2379407,0
Micronesia (country),2021-05-05,0,0
Moldova,2021-05-05,251160,0
Monaco,2021-05-05,2277,0
Mongolia,2021-05-05,39381,0
Montenegro,2021-05-05,95967,0
Montserrat,2021-05-05,20,0
Morocco,2021-05-05,511562,0
Mozambique,2021-05-05,69965,0
Myanmar,2021-05-05,142838,0
Namibia,2021-05-05,48999,0
Nauru,2021-05-05,0,0
Nepal,2021-05-05,336030,0
Netherlands,2021-05-05,1519985,0
New Caledonia,2021-05-05,124,0
New Zealand,2021-05-05,2267,0
Nicaragua,2021-05-05,5498,0
Niger,2021-05-05,5229,0
Nigeria,2021-05-05,165153,0
Niue,2021-05-05,0,0
North America,2021-05-05,37461057,0
North Korea,2021-05-05,0,0
North Macedonia,2021-05-05,152691,0
Northern Mariana Islands,2021-05-05,168,0
Norway,2021-05-05,113874,0
Oceania,2021-05-05,70779,0
Oman,2021-05-05,193253,0
Pakistan,2021-05-05,825519,0
Palau,2021-05-05,0,0
Palestine,2021-05-05,325967,0
Panama,2021-05-05,364576,0
Papua New Guinea,2021-05-05,11273,0
Paraguay,2021-05-05,279077,0
Peru,2021-05-05,1799445,0
Philippines,2021-05-05,1054970,0
Pitcairn,2021-05-05,0,0
Poland,2021-05-05,2804164,0
Portugal,2021-05-05,822696,0
Puerto Rico,2021-05-05,138102,0
Qatar,2021-05-05,206302,0
Reunion,2021-05-05,20381,0
Romania,2021-05-05,1056572,0
Russia,2021-05-05,4823255,0
Rwanda,2021-05-05,25225,0
Saint Barthelemy,2021-05-05,988,0
Saint Helena,2021-05-05,0,0
Saint Kitts and Nevis,2021-05-05,45,0
Saint Lucia,2021-05-05,4552,0
Saint Martin (French part),2021-05-05,1749,0
Saint Pierre and Miquelon,2021-05-05,25,0
Saint Vincent and the Grenadines,2021-05-05,1864,0
Samoa,2021-05-05,1,0
San Marino,2021-05-05,5109,0
Sao Tome and Principe,2021-05-05,2310,0
Saudi Arabia,2021-05-05,418411,0
Senegal,2021-05-05,40388,0
Serbia,2021-05-05,690931,0
Seychelles,2021-05-05,6069,0
Sierra Leone,2021-05-05,4057,0
Singapore,2021-05-05,61218,0
Sint Maarten (Dutch part),2021-05-05,2230,0
Slovakia,2021-05-05,383098,0
Slovenia,2021-05-05,242031,0
Solomon Islands,2021-05-05,20,0
Somalia,2021-05-05,13915,0
South Africa,2021-05-05,1582842,0
South America,2021-05-05,25050738,0
South Korea,2021-05-05,123720,0
South Sudan,2021-05-05,10598,0
Spain,2021-05-05,3571882,0
Sri Lanka,2021-05-05,111753,0
Sudan,2021-05-05,34461,0
Suriname,2021-05-05,10363,0
Sweden,2021-05-05,983480,0
Switzerland,2021-05-05,660613,0
Syria,2021-05-05,22818,0
Tajikistan,2021-05-05,13714,0
Tanzania,2021-05-05,509,0
Thailand,2021-05-05,68984,0
Togo,2021-05-05,12992,0
Tokelau,2021-05-05,0,0
Tonga,2021-05-05,0,0
Trinidad and Tobago,2021-05-05,10824,0
Tunisia,2021-05-05,310734,0
Turkey,2021-05-05,4849408,0
Turkmenistan,2021-05-05,0,0
Turks and Caicos Islands,2021-05-05,2390,0
Tuvalu,2021-05-05,0,0
Uganda,2021-05-05,41981,0
Ukraine,2021-05-05,2043657,0
United Arab Emirates,2021-05-05,521948,0
United Kingdom,2021-05-05,4501815,0
United States,2021-05-05,32049828,0
United States Virgin Islands,2021-05-05,3125,0
Upper-middle-income countries,2021-05-05,45572440,0
Uruguay,2021-05-05,198428,0
Uzbekistan,2021-05-05,10607,0
Vanuatu,2021-05-05,3,0
Vatican,2021-05-05,26,0
Venezuela,2021-05-05,197683,0
Vietnam,2021-05-05,2962,0
Wallis and Futuna,2021-05-05,453,0
World,2021-05-05,151566170,0
Yemen,2021-05-05,6329,0
Zambia,2021-05-05,91670,0
Zimbabwe,2021-05-05,38260,0
Afghanistan,2021-05-04,60122,0
Africa,2021-05-04,4617579,0
Albania,2021-05-04,131085,0
Algeria,2021-05-04,122311,0
American Samoa,2021-05-04,0,0
Andorra,2021-05-04,13232,0
Angola,2021-05-04,26815,0
Anguilla,2021-05-04,93,0
Antigua and Barbuda,2021-05-04,1229,0
Argentina,2021-05-04,3119183,0
Armenia,2021-05-04,216863,0
Aruba,2021-05-04,10608,0
Asia,2021-05-04,39911690,0
Australia,2021-05-04,29826,0
Austria,2021-05-04,610362,0
Azerbaijan,2021-05-04,320322,0
Bahamas,2021-05-04,10519,0
Bahrain,2021-05-04,177997,0
Bangladesh,2021-05-04,761943,0
Barbados,2021-05-04,3863,0
Belarus,2021-05-04,359982,0
Belgium,2021-05-04,990424,0
Belize,2021-05-04,12668,0
Benin,2021-05-04,7821,0
Bermuda,2021-05-04,2393,0
Bhutan,2021-05-04,1111,0
Bolivia,2021-05-04,305594,0
Bonaire Sint Eustatius and Saba,2021-05-04,1557,0
Bosnia and Herzegovina,2021-05-04,198832,0
Botswana,2021-05-04,50333,0
Brazil,2021-05-04,14659011,0
British Virgin Islands,2021-05-04,194,0
Brunei,2021-05-04,227,0
Bulgaria,2021-05-04,404846,0
Burkina Faso,2021-05-04,13324,0
Burundi,2021-05-04,4046,0
Cambodia,2021-05-04,15361,0
Cameroon,2021-05-04,74733,0
Canada,2021-05-04,1219418,0
Cape Verde,2021-05-04,24127,0
Cayman Islands,2021-05-04,543,0
Central African Republic,2021-05-04,9870,0
Chad,2021-05-04,4824,0
Chile,2021-05-04,1204755,0
China,2021-05-04,103667,0
Colombia,2021-05-04,2859724,0
Comoros,2021-05-04,3839,0
Congo,2021-05-04,11016,0
Cook Islands,2021-05-04,0,0
Costa Rica,2021-05-04,250991,0
Cote d'Ivoire,2021-05-04,46114,0
Croatia,2021-05-04,334229,0
Cuba,2021-05-04,107622,0
Curacao,2021-05-04,12181,0
Cyprus,2021-05-04,67449,0
Czechia,2021-05-04,1653639,0
